OBJECTID,CityNameC,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
1,海西蒙古族藏,1,1369401,299946739013.145690917968750,0.000000000000000,409.817565917968750,409.817565917968750,405.472091877523383,38.156619840426188,555253888.089172363281250
2,海北藏族自治,2,151297,33139337398.228786468505859,0.000000000000000,410.230255126953125,410.230255126953125,396.644197192883212,71.752656930450570,60011077.102691650390625
3,阿里地区,3,1479638,324092499581.884948730468750,0.000000000000000,412.410247802734375,412.410247802734375,408.460843365465621,33.960493375496732,604374185.355590820312500
4,那曲地区,4,1616534,354077514039.990051269531250,0.000000000000000,410.835693359375000,410.835693359375000,402.791282801900195,53.241735327074018,651125803.552886962890625
5,西宁市,5,34939,7652863634.815731048583984,409.076904296875000,410.230255126953125,1.153350830078125,409.077366442661116,0.023084086961834,14292754.106140136718750
6,海南藏族自治,6,201434,44121094862.917427062988281,0.000000000000000,409.339233398437500,409.339233398437500,402.674643608549331,50.078754743729689,81112364.160644531250000
7,海东地区,7,59885,13116910580.467100143432617,0.000000000000000,409.386322021484375,409.386322021484375,409.154168263422889,2.899576123590822,24502197.366455078125000
8,玉树藏族自治,8,935843,204982365339.501922607421875,0.000000000000000,410.093750000000000,410.093750000000000,407.129007020621714,27.458131892003383,381008831.317199707031250
9,黄南藏族自治,9,82291,18024608642.852436065673828,0.000000000000000,409.339233398437500,409.339233398437500,409.177359575187552,2.021384404733906,33671614.096801757812500
10,连云港市,10,38565,8447084520.927005767822266,0.000000000000000,413.663818359375000,413.663818359375000,396.616607511706604,82.084446816645269,15295519.468688964843750
11,果洛藏族自治,11,341543,74809868754.854721069335938,0.000000000000000,409.339233398437500,409.339233398437500,408.829482703991687,4.382281911614204,139632848.011169433593750
12,徐州市,12,57129,12513250138.624113082885742,413.334228515625000,413.663818359375000,0.329589843750000,413.516074371057471,0.163910312956672,23623759.812744140625000
13,盐城市,13,28337,6206794608.310866355895996,0.000000000000000,413.663818359375000,413.663818359375000,402.481742456376026,67.086372637571557,11405125.135986328125000
14,宿迁市,14,44653,9780569560.818191528320312,0.000000000000000,413.663818359375000,413.663818359375000,407.299474570315112,50.913592303180366,18187143.437988281250000
15,宿州市,15,51409,11260369976.308477401733398,413.334228515625000,413.663818359375000,0.329589843750000,413.438877410167436,0.153426812087219,21254479.248779296875000
