0,397.0623722,392.3953067,396.3873885,396.2083775,401.0945871,404.1087082,405.4720919,409.1002788,408.2784961,412.5568656
1,398.2432254,379.5373833,386.5087447,385.6407481,390.5742025,404.3008685,396.6441972,408.3878418,409.0940637,412.8687864
2,376.8939188,388.6298684,391.3116582,391.5593546,402.6427072,406.3655529,408.4608434,410.6002782,406.0170149,409.717065
3,398.0904829,387.543847,391.1869716,391.5798424,398.4307994,401.9464633,402.7912828,406.7368927,405.2714218,410.8694752
4,397.5797782,397.3570441,401.447151,401.283348,406.066777,406.9148826,409.0773664,413.1885997,413.8728381,416.4021155
5,391.9915787,382.911064,393.1618897,386.6102793,391.8199422,401.2755685,402.6746436,407.7834884,406.3938019,410.5713357
6,398.6633151,397.3456436,401.4085794,401.4682119,405.6345474,406.8251561,409.1541683,412.6697733,413.9199455,416.5009988
7,396.5209711,393.5342713,397.2285098,397.4206759,403.3503285,404.9387938,407.129007,410.7461454,410.6130518,414.6494054
8,398.87705,397.5932838,401.0244403,401.4511766,405.4514545,406.9758378,409.1773596,412.6172762,414.3589954,416.7876651
9,396.5294495,382.9900193,385.0638854,387.321642,391.3002172,393.5959416,396.6166075,398.9025742,399.6620221,402.5066671
10,397.3943805,393.7412446,399.0981549,398.6855977,403.7636472,406.4622244,408.8294827,411.0364238,412.9537373,415.4605106
11,398.1133711,400.1219306,403.0453185,404.5629819,407.7064542,410.3903466,413.5160744,414.9854716,417.7610509,419.4961195
12,396.5442332,388.8763284,391.2646067,393.2638942,397.1063908,399.3096789,402.4817425,404.1341032,406.0459281,408.4611741
13,398.4033094,384.4761672,391.278424,389.2250654,396.5382871,402.0255065,407.2994746,401.3007388,407.0973976,396.8011661
14,398.52502,400.3067455,403.3161894,404.6248764,407.6854594,410.4302788,413.4388774,415.0345766,417.8482669,419.5989894
15,393.5371959,384.8524624,391.3288746,391.7796502,397.6131501,401.5655503,405.0939965,401.5027683,405.862653,399.0830937
16,392.2414622,400.4902649,403.682312,404.6861877,407.6569519,410.4844055,413.3342285,415.0895996,417.9142151,419.4777222
17,395.6245997,400.4902649,403.682312,404.6861877,407.6569519,410.4844055,413.3342285,415.0895996,417.9142151,419.4777222
18,398.5495536,397.9964289,400.43289,402.2487057,404.6935258,407.0091843,409.1303789,413.2363118,415.539319,418.1024744
19,389.5433693,398.5265147,400.9473908,402.7474613,404.2384776,407.1221581,409.396635,412.6541287,415.529707,418.3807295
20,397.4189713,397.0205114,400.7435145,400.8877765,406.0893307,410.4215907,413.143328,412.3555198,417.8575723,410.6804165
21,395.8236845,400.3244759,403.3515616,404.6307999,407.6826176,410.4356647,413.4284642,415.0399614,417.8545685,419.5873047
22,397.1506305,391.442403,393.3120011,395.1838408,399.8138442,402.2693253,404.6826967,407.5590473,408.9741543,410.1977897
23,397.8558811,400.5006084,403.6680901,404.6853381,407.651745,410.5020981,413.3239394,415.0598728,417.9240104,419.4820329
24,388.2180585,400.0932477,402.4948883,404.6176677,407.7483245,410.5586836,413.3801199,415.1228558,417.9973008,419.3082813
25,398.9928572,389.3349385,392.850516,392.8216208,399.1037899,402.8997202,404.7072036,407.4353438,407.1050503,410.6402144
26,398.1308266,379.5336542,381.0564219,383.2616238,387.3543197,389.814448,391.6057983,394.4933548,395.7332859,397.8041874
27,396.5296848,400.4902649,403.682312,404.6861877,407.6569519,410.4844055,413.3342285,415.0895996,417.9142151,419.4777222
28,397.0486252,399.8815856,402.053292,404.5472598,406.6596408,409.7683398,411.4962662,413.818531,416.9325721,419.1886662
29,396.6559979,398.9143778,401.6221272,404.4041397,407.7822938,410.9509521,412.9108209,415.5872221,418.6648816,420.253492
30,396.3842126,400.6875479,402.8182634,404.8822005,407.3903109,410.8469738,412.5579137,414.2267587,418.2869153,419.8488902
31,351.1849756,393.7936554,402.22786,404.879677,407.5405628,410.891304,412.4427298,413.8229493,418.3279272,418.2513948
32,396.6058914,397.2066868,400.0146773,402.7479948,407.6634904,410.7253687,412.1950676,415.0329109,418.4616958,418.8751265
33,397.2155244,359.3741933,363.4042986,373.9176057,386.8721296,391.452856,381.6478558,393.3911245,396.9210813,397.7276044
34,390.8298014,399.0936722,401.6089001,403.5930125,404.7738767,407.8325544,409.8850562,413.6322402,416.0723522,419.3777274
35,396.822606,348.579422,349.5240736,351.6149701,356.291027,358.5199107,360.0973099,361.7680434,364.0096748,365.5274417
36,381.0108437,400.2509501,396.9278129,403.0613407,407.539596,410.6723572,411.0783824,415.240437,418.4315117,418.6554881
37,396.7730553,394.0661882,398.6293801,400.9189034,404.5920809,406.9191311,408.475551,410.9869724,415.298252,416.7431538
38,392.3621696,395.1577158,398.8631447,398.3060631,402.9385308,405.3544334,407.1516789,411.6572477,412.8838883,416.0843516
39,397.8557739,398.8172783,401.9241587,403.7896332,405.5104866,408.4546486,410.1722611,413.6624324,416.3777694,419.4564584
40,398.5692442,400.3402778,402.3298745,404.7227656,406.8774069,410.4664714,411.614481,414.3778512,417.04256,419.5013838
41,396.3760376,400.0945365,402.1606933,404.9008399,407.9407654,411.0068665,413.0639954,415.6489994,418.7493591,420.2276475
42,384.8311471,398.9854709,402.1310978,404.0918972,405.8404108,408.7932892,410.5120884,414.1173746,416.7919022,419.775358
43,397.4785671,400.6968384,403.1620178,404.6868896,407.0563354,410.7809448,412.0715027,414.0751953,417.5424805,419.7951965
44,384.6980268,399.5859624,402.4004539,404.5618439,406.4555116,409.3496514,411.0447882,414.5735677,416.8679695,419.6114196
45,398.9515076,399.9371914,401.449617,404.9073888,407.9170406,411.0067398,412.7662126,415.5946213,418.748939,419.2855331
46,397.8338109,400.6866723,403.1620178,404.6868896,407.0563354,410.7809448,412.0715027,414.0751953,417.5424805,419.7951965
47,398.4342014,400.37166,402.1610605,404.9042813,407.9029255,411.0067595,412.994311,415.6926864,418.7492281,420.3866926
48,397.8141722,400.5740352,402.840776,404.8275448,407.2812586,410.8466451,412.409351,414.2050739,418.111741,420.1537066
49,398.411005,400.2712257,402.1394603,404.7420958,406.8421247,410.4126246,411.4931076,414.494486,416.9128992,419.4441492
50,387.2087631,392.3932324,396.7069147,393.7989718,400.8444258,405.5591787,406.0365237,411.005452,410.3639448,415.2175045
51,385.9808697,397.4403841,402.6023444,404.5653544,407.1796505,410.8477149,412.2305755,414.2317261,418.253929,420.0884809
52,398.5829377,400.5008095,402.7051537,404.7112858,406.9612698,410.6194537,411.8146381,414.26124,417.2619421,419.6317528
53,396.007797,398.9490356,402.1815491,404.1515808,405.8659363,408.8400574,410.5841064,414.2763672,417.0163269,419.9916077
54,395.7930309,397.1919658,402.1367692,404.986145,407.9407654,411.0068665,413.0639954,415.2479029,418.7493591,419.8210616
55,397.1665626,398.6416177,402.6829338,404.3578244,407.0579293,410.7813481,411.9882494,414.0759964,417.5461419,419.7874675
56,397.6305957,400.2736051,402.1367503,404.7414791,406.8422989,410.4180301,411.4944512,414.4925776,416.9138541,419.4446924
57,395.3724613,399.3436378,401.4618429,403.5670867,404.4786884,407.6092372,409.7524634,413.6952527,415.8498972,419.3846633
58,386.9494077,399.0103737,402.4706468,404.8839697,407.5491171,410.9197466,412.6923126,414.7725826,418.4097553,420.2965224
59,397.9539198,400.3988154,402.3465366,404.5613585,406.7843942,409.8456921,411.4675321,414.5627379,416.7126271,419.4532614
60,397.8784036,399.3659363,401.4211731,403.5340576,404.4006042,407.5401917,409.7058105,413.6624146,415.7836609,419.3504028
61,396.6164045,401.2596777,402.427881,405.1429958,407.955878,410.6071648,412.7206365,415.3149473,418.1456748,420.1718068
