OBJECTID,CityNameC,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
1,海西蒙古族藏,1,4152,285783826892.410400390625000,2.292455699999993,2.704559600000001,0.412103900000008,2.292601747920351,0.006829541146750,9518.882457365296432
2,海北藏族自治,2,448,30836019857.369903564453125,3.678939733333342,3.678939733333342,0.000000000000000,3.678939733333369,0.000000000000000,1648.165000533349485
3,阿里地区,3,4768,328183354196.294006347656250,2.532510685714279,3.640387012500000,1.107876326785720,3.639229052874969,0.035739649226642,17351.844124107850803
4,那曲地区,4,5018,345390954563.129882812500000,2.292455699999993,2.598452759999998,0.305997060000005,2.532402362245727,0.005307711057265,12707.595053749055296
5,西宁市,5,105,7227192154.071071624755859,2.309812999999991,3.678939733333342,1.369126733333351,2.322852302222214,0.132975312949461,243.899491733332439
6,海南藏族自治,6,607,41780053690.677528381347656,2.267242120000003,3.678939733333342,1.411697613333339,2.704794058078002,0.046215146421257,1641.809993253347329
7,海东地区,7,177,12182981059.719806671142578,2.252238779999993,2.252238779999993,0.000000000000000,2.252238779999987,0.000000098155376,398.646264059997804
8,玉树藏族自治,8,2876,197956234620.080017089843750,2.292455699999993,2.598452759999998,0.305997060000005,2.439778458455155,0.004883623409451,7016.802846517026410
9,黄南藏族自治,9,248,17069939563.901197433471680,2.252238779999993,2.267242120000003,0.015003340000010,2.267181622661288,0.000950790321661,562.261042419999512
10,连云港市,10,102,7020700949.669040679931641,2.381714685714290,2.388278300000025,0.006563614285735,2.381907733193279,0.001108973347027,242.954588785714520
11,果洛藏族自治,11,1043,71790108730.439315795898438,2.292455699999993,2.704559600000001,0.412103900000008,2.339939373294067,0.014542183028670,2440.556766345712276
12,徐州市,12,153,10531051424.503561019897461,1.690630366666672,2.455395099999998,0.764764733333326,2.445398175381262,0.086864013770737,374.145920833333093
13,盐城市,13,211,14523214709.609487533569336,2.205201900000020,2.388278300000025,0.183076400000004,2.387410639336518,0.012573597563053,503.743644900005165
14,宿迁市,14,120,8259648176.081224441528320,1.690630366666672,2.415405862500002,0.724775495833330,1.700595213576394,0.072128769532185,204.071425629167265
15,宿州市,15,141,9705086606.895439147949219,1.690630366666672,2.455395099999998,0.764764733333326,2.410549222369974,0.060936712784138,339.887440354166301
16,淮安市,16,142,9773917008.362783432006836,1.926133433333338,2.554825125000001,0.628691691666662,1.930560839612685,0.052572536719027,274.139639225001190
17,淮北市,17,38,2615555255.759054660797119,2.489135742857140,2.489135742857140,0.000000000000000,2.489135742857140,0.000000000000000,94.587158228571326
18,亳州市,18,120,8259648176.081224441528320,2.489135742857140,2.489135742857140,0.000000000000000,2.489135742857139,0.000000000000000,298.696289142856642
19,甘孜藏族自治,19,2162,148811327972.396728515625000,2.339372680000008,2.605544699999996,0.266172019999988,2.380514130231310,0.008479840352673,5146.671549560091080
20,阿坝藏族羌族,20,1176,80944552125.596008300781250,2.339372680000008,2.605544699999996,0.266172019999988,2.605097142609250,0.010844167217186,3063.594239708478199
21,扬州市,21,88,6057075329.126231193542480,2.554825125000001,2.554825125000001,0.000000000000000,2.554825125000006,0.000000000000000,224.824611000000488
22,蚌埠市,22,84,5781753723.256856918334961,1.690630366666672,2.616358974999997,0.925728608333325,2.511674118650794,0.091329450516023,210.980625966666736
23,泰州市,23,85,5850584124.724201202392578,2.205201900000020,2.412255514285716,0.207053614285696,2.404665654789915,0.038239492545656,204.396580657142778
24,阜阳市,24,139,9567425803.960752487182617,2.457713100000003,2.489135742857140,0.031422642857137,2.457939162178827,0.002655629304556,341.653543542856937
25,滁州市,25,188,12940115475.860586166381836,2.554825125000001,2.616358974999997,0.061533849999996,2.616031667287245,0.004475865644609,491.813953450002032
26,日喀则地区,26,2617,180129160640.038055419921875,2.532510685714279,3.640387012500000,1.107876326785720,2.539974799915435,0.037922932130082,6647.114051378693148
27,南通市,27,127,8741460986.352628707885742,2.205201900000020,2.205201900000020,0.000000000000000,2.205201900000020,0.000000000000000,280.060641300002544
28,淮南市,28,32,2202572846.954993247985840,2.489135742857140,2.519225649999996,0.030089907142856,2.490076052455354,0.005235422270962,79.682433678571314
29,十堰市,29,335,23058184491.560085296630859,2.418312700000001,2.418312700000001,0.000000000000000,2.418312700000001,0.000000000000000,810.134754500000440
30,南京市,30,91,6263566533.528262138366699,2.553504399999999,2.744880949999981,0.191376549999982,2.742259012857124,0.020496341764516,249.545570169998314
31,六安市,31,262,18033565184.444007873535156,2.457713100000003,2.696841100000000,0.239127999999998,2.509886726335843,0.020593383398915,657.590322299990817
32,合肥市,32,169,11632337847.981058120727539,2.559193566666655,2.696841100000000,0.137647533333345,2.695074166370821,0.013625151018980,455.467534116668730
33,镇江市,33,58,3992163285.105925083160400,2.554825125000001,3.074034199999994,0.519209074999993,2.766124919396547,0.049064067180791,160.435245324999755
34,苏州市,34,124,8534969781.950598716735840,1.929661950000011,4.030105300000002,2.100443349999992,3.996227181451616,0.264596564412927,495.532170500000348
35,绵阳市,35,294,20236138031.399002075195312,2.409342574999997,2.555589749999996,0.146247174999999,2.554594871258481,0.012021165574388,751.050892149993274
36,上海市,36,115,7915496168.744506835937500,1.929661950000011,2.205201900000020,0.275539950000010,1.932057949565234,0.025582274849321,222.186664200001871
37,常州市,37,58,3992163285.105925083160400,2.518882533333340,3.074034199999994,0.555151666666654,3.059124094540227,0.082124045517872,177.429197483333184
38,无锡市,38,69,4749297701.246704101562500,2.518882533333340,4.030105300000002,1.511222766666663,2.540784312560393,0.180606698284183,175.314117566667107
